ID,Name,KG,For Sale,Sale Price,Fert/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
1958,,27,False,0,58,common,5,rare,Sesh Hat,Prized Coq,Fancy Sword,,,Mutant Purple,,Plum,,,6054,181.18,35,6,True
1959,,25,False,0,54,common,4,elite,Gas Mask,,,Iron Claw,,Frog Green,,Periwinkle,,,6062,181.07,35,7.5,True
1960,,29,False,0,62,common,6,elite,Celestial Comb,,Hoops,Spurs,,Snow White,Black Trim,Royale,,,6063,181.04,35,7.1,True
1961,,5,False,0,14,common,5,elite,Coachella,,Shovel,Greaves,,Nightstalker Blue,,Vermillion,,,6064,181.02,35,0,True
1962,,31,False,0,66,common,5,rare,Gentlechikn,,A Fresh Baguette,Ball'n Chain,,Midnight,,Tangerine,,,6066,180.98,35,7,True
1963,,25,True,100,54,common,5,elite,Golden Comb,Purple Bowtie,Big Stick,,,Obsidian,,Miami,"""speak softly and carry a big stick; you will go far""",Theodore Roostrvelt,6067,180.98,35,22.5,True
1964,,53,False,0,110,common,5,elite,Sesh Hat,,Toot-Toot,Red Stilettos,,Frog Green,,Periwinkle,,,6071,180.91,35,7,True
1965,,41,False,0,86,common,5,elite,PermaBull,Bandolier,,,,Obsidian,Black Trim,Plum,,,6074,180.86,35,0,True
1966,,23,False,0,50,common,5,rare,3D Specs,,Banjo,Buckaroo,,Nightstalker Blue,,Turquoisey,,,6075,180.84,35,0,True
1967,,24,False,0,52,common,5,elite,Dirty Bird,,Spork,Celestial Feet,,Frog Green,,Drummies,,,6077,180.8,35,0,True
1968,,1,False,0,1,common,5,rare,Roodboi Rootie,,Hoops,Ball'n Chain,,Snow White,,Vibe,,,6078,180.79,35,0,False
1969,,36,False,0,76,common,5,elite,Winterproof,,Sword,Greaves,,Mutant Purple,,Vermillion,,,6079,180.77,35,6.3,True
1970,,26,False,0,56,common,6,elite,Golden Comb,Clockchain,Gainz,Celestial Feet,,Snow White,,Cornhusk,,,6084,180.63,35,6.48,True
1971,,30,False,0,64,common,5,nice,Snorkel,,Banger,Iron Claw,,Passion Red,,Miami,,,6086,180.55,35,0,True
1972,,25,False,0,54,common,5,elite,Winterproof,,Not Football,Spurs,,Mutant Purple,,Turquoisey,,,6087,180.52,35,5,True
1973,,30,False,0,64,common,5,rare,Gentlechikn,,Shovel,Iron Claw,,Mutant Purple,,Miami,,,6093,180.42,35,6.5,True
1974,,52,False,0,108,common,5,elite,Laser Eye,Bandolier,,Red Stilettos,,Snow White,,Venus,,,6095,180.37,35,6.65,True
1975,TechBro,22,False,0,48,common,4,elite,OASIS,,,Croqs,,Snow White,,Solana,,,6098,180.34,35,0,True
1976,,1,False,0,1,common,6,rare,Green Comb,Red Bowtie,Shovel,Ball'n Chain,,Frog Green,,Venus,,,6100,180.32,35,0,False
1977,,17,False,0,38,common,5,elite,Grandpa,Stop Loss,,Sneaker Head,,Snow White,,Drummies,,,6102,180.24,35,0,True
1978,,39,False,0,82,common,5,elite,,Stop Loss,Boombox,Celestial Feet,,Snow White,,Cornhusk,,,6106,180.16,35,0,True
1979,,4,False,0,12,common,5,rare,Sunnies,a little rag,Fancy Sword,,,Snow White,,Periwinkle,,,6107,180.16,35,0,True
1980,,25,False,0,54,common,4,elite,,,GoldFish,Red Feet,,Passion Red,,Plum,,,6117,179.95,35,0,True
1981,,22,False,0,48,common,5,rare,Beret,Shoulder Armour,Big Stick,,,Snow White,,Turquoisey,,,6118,179.95,35,0,True
1982,,39,False,0,82,common,5,elite,Mullet,,CD-RW,Buckaroo,,Obsidian,,Cornhusk,,,6123,179.87,35,6.66,True
1983,,40,False,0,84,common,5,elite,Mullet,,Lord Quas,Blue Timbs,,Frog Green,,Cornhusk,,,6126,179.81,35,6.84,True
1984,,29,False,0,62,common,6,rare,Beanie,a little rag,Spelunker,Sneaker Head,,Snow White,,Plum,,,6129,179.76,35,8.95,True
1985,,33,False,0,70,common,5,rare,Woody,,Rubber chikn,Green Feet,,Snow White,,Solana,,,6131,179.67,35,0,True
1986,,31,False,0,66,common,5,rare,Laser Eye,,Toot-Toot,Iron Claw,,Nightstalker Blue,,Field,,,6133,179.6,35,7.9,True
1987,,13,False,0,30,common,6,rare,Purple Comb,Stop Loss,Home Run,Green Feet,,Nightstalker Blue,,Vermillion,,,6134,179.57,35,0,True
1988,,4,False,0,12,common,4,elite,Daffy,,,Black Stilettos,,Nightstalker Blue,,Royale,,,6141,179.49,35,0,True
1989,,44,False,0,92,common,5,elite,Batter-Up,Lei,,Buckaroo,,Snow White,,Turquoisey,,,6144,179.42,35,0,True
1990,,31,False,0,66,common,4,elite,,Coq Tags,Floppy Disk,,,Snow White,,Venus,,,6148,179.36,35,0,True
1991,,14,False,0,32,common,6,nice,Winterproof,Red Bowtie,The Key,Red Feet,,Passion Red,,Vermillion,,,6150,179.34,35,0,True
1992,,20,False,0,44,common,4,elite,Coachella,,Spelunker,,,Bullion,,Venus,,,6158,179.14,35,8,True
1993,,16,False,0,36,common,5,elite,Celestial Comb,,Floppy Disk,Green Feet,,Snow White,,Vermillion,,,6163,179.06,35,5.4,True
1994,,24,True,44.4,52,common,5,rare,Purple Comb,Bone Necklace,Shield,,,Nightstalker Blue,,Vibe,,,6171,178.95,35,40,True
1995,,10,False,0,24,common,4,elite,,,Breastplate,Buckaroo,,Nightstalker Blue,,Cornhusk,,,6181,178.77,35,5.4,True
1996,,22,True,80,48,common,6,nice,Framez,Coq Tags,,Croqs,chikn Jockey,Snow White,,Royale,,,6185,178.73,35,0,True
1997,,28,False,0,60,common,4,nice,,,,Green Feet,Foliage,Snow White,,Tangerine,,,6190,178.5,35,5.99,True
1998,,5,False,0,14,common,5,rare,PermaBull,Stethoscope,Toot-Toot,,,Midnight,,Turquoisey,,,6193,178.43,35,0,True
1999,,21,False,0,46,common,6,elite,Green Comb,Lei,Banger,Red Feet,,Bullion,,Cornhusk,,,6194,178.42,35,0,True
2000,,21,False,0,46,common,5,rare,Fez,a little rag,Fancy Sword,,,Nightstalker Blue,,Cornhusk,,,6197,178.37,35,0,True
2001,,21,False,0,46,common,5,rare,Coqpit Commander,Lei,A Fresh Baguette,,,Midnight,,Cornhusk,,,6201,178.29,35,0,True
2002,,21,False,0,46,common,5,nice,Snorkel,Prized Coq,Omelette,,,Passion Red,,Vermillion,,,6213,178.02,35,0,True
2003,,36,False,0,76,common,5,elite,Happy Birthday,,The Key,Greaves,,Mutant Purple,,Vermillion,,,6216,177.95,35,0,True
2004,,24,False,0,52,common,5,elite,,Lei,Saddle,Celestial Feet,,Mutant Purple,,Cornhusk,,,6219,177.89,35,14.3,True
2005,,9,False,0,22,common,5,rare,Laser Eye,Lei,Big Ol' Corn Cob,,,Midnight,,Plum,,,6221,177.85,35,11,True
2006,,14,False,0,32,common,5,nice,PermaBull,,Toot-Toot,Iron Claw,,Frog Green,,Solana,,,6226,177.75,35,5.44,True
2007,,15,True,50,34,common,6,rare,Green Comb,Red Bowtie,Not Football,Green Feet,,Nightstalker Blue,,Turquoisey,,,6229,177.72,35,6.5,True
2008,,34,False,0,72,common,5,elite,,Purple Bowtie,Omelette,Red Stilettos,,Midnight,,Turquoisey,,,6230,177.72,35,0,True
2009,,22,False,0,48,common,4,rare,Daffy,Stethoscope,,,,Snow White,,Farm,,,6231,177.72,35,0,True
2010,,23,False,0,50,common,6,nice,Laser Eye,Sash,Hoops,Green Feet,,Snow White,,Cornhusk,,,6233,177.69,35,0,True
2011,,5,False,0,14,common,5,elite,Construction Helmet,,A Fresh Baguette,Greaves,,Snow White,,Periwinkle,,,6238,177.59,35,0,True
2012,,19,False,0,42,common,6,nice,Laser Eye,Sash,CD-RW,Golden Feet,,Snow White,,Periwinkle,,,6239,177.55,35,7.3,True
2013,,20,False,0,44,common,5,elite,Hairy Old Man,,Big Ol' Corn Cob,Greaves,,Snow White,,Vermillion,,,6247,177.48,35,0,True
2014,,20,False,0,44,common,6,Common,Gentleman's Pipe,Purple Bowtie,Big Ol' Corn Cob,Green Feet,,Nightstalker Blue,,Plum,,,6249,177.46,35,0,True
2015,,20,False,0,44,common,5,legendary,Purple Comb,,Spelunker,Green Feet,,Celestial,,Cornhusk,,,6252,177.43,35,0,True
2016,,20,False,0,44,common,5,rare,Samurai,,Big Ol' Corn Cob,All Stars,,Snow White,,Cornhusk,,,6257,177.26,35,0,True
2017,,20,False,0,44,common,5,rare,Beret,,Fresh Fish,Red Feet,,Snow White,,Solana,,,6265,177.15,35,0,True
2018,,20,False,0,44,common,5,rare,Cap,,Omelette,Ball'n Chain,,Passion Red,,Solana,,,6274,176.97,35,0,True
2019,,20,False,0,44,common,5,rare,Mullet,,Toot-Toot,All Stars,,Passion Red,,Venus,,,6278,176.95,35,0,True
2020,,20,False,0,44,common,4,legendary,,,The Key,Rugged,,Passion Red,,Turquoisey,,,6280,176.93,35,0,True
2021,,20,False,0,44,common,4,elite,Gas Mask,,,Celestial Feet,,Frog Green,,Plum,,,6281,176.89,35,0,True
2022,,20,False,0,44,common,5,elite,Grandpa,Red Bowtie,,Celestial Feet,,Obsidian,,Field,,,6282,176.88,35,0,True
2023,,20,False,0,44,common,4,elite,Chef,,Fancy Sword,,,Obsidian,,Periwinkle,,,6284,176.85,35,0,True
2024,,22,False,0,48,common,5,rare,Grandpa,,Katana,Red Feet,,Midnight,,Cornhusk,,,6285,176.8,35,0,True
2025,,33,True,67,70,common,6,nice,Cap,Coq Tags,Big Stick,Croqs,,Snow White,,Periwinkle,,,6286,176.79,35,14.3,True
2026,,38,False,0,80,common,5,rare,Sesh Hat,,Spork,All Stars,,Nightstalker Blue,,Venus,,,6288,176.76,35,0,True
2027,,24,False,0,52,common,5,elite,Beanie,,The Key,Buckaroo,,Bullion,,Plum,,,6289,176.73,35,37,True
2028,,26,False,0,56,common,4,legendary,,a little rag,,Rugged,,Snow White,,Farm,,,6291,176.66,35,20,True
2029,,26,False,0,56,common,5,elite,Roodboi Rootie,,Starfish,Green Feet,,Bullion,,Periwinkle,,,6292,176.64,35,9,True
2030,,9,False,0,22,common,5,nice,Framez,Stethoscope,Starfish,,,Snow White,,Venus,,,6293,176.63,35,7,True
2031,,25,False,0,54,common,5,rare,Woody,Sash,Sword,,,Mutant Purple,,Royale,,,6295,176.62,35,0,True
2032,,25,False,0,54,common,4,legendary,,Sash,Katana,,,Celestial,,Periwinkle,,,6302,176.5,35,0,True
2033,,24,False,0,52,common,5,elite,Celestial Comb,,Fresh Fish,Black Stilettos,,Passion Red,,Vermillion,,,6303,176.44,35,0,True
2034,,24,False,0,52,common,4,elite,Gas Mask,,,Golden Feet,,Passion Red,,Turquoisey,,,6304,176.43,35,3.5,True
2035,,17,False,0,38,common,3,elite,Sombrero,,,,,Snow White,,Atlantis,,,6306,176.4,35,0,True
2036,,37,False,0,78,common,5,elite,Hairy Old Man,Make a Wish,Spelunker,,,Snow White,,Periwinkle,,,6309,176.39,35,6.6,True
2037,,28,False,0,60,common,3,elite,,Lei,,,,Obsidian,,Vaporwave,,,6310,176.36,35,10,True
2038,,37,False,0,78,common,5,rare,PermaBull,,Fresh Fish,Iron Claw,,Nightstalker Blue,,Turquoisey,,,6313,176.3,35,6.9,True
2039,,1,True,75,1,common,5,rare,Chef,,Spork,,,Mutant Purple,Black Trim,Cornhusk,,,6314,176.24,35,35,True
2040,,15,True,45,34,common,5,rare,Rosebud,Joseph Drip,,Buckaroo,,Snow White,,Vermillion,,,6315,176.24,35,7,True
2041,,5,True,45,14,common,5,rare,Grandpa,Prized Coq,Spork,,,Nightstalker Blue,,Royale,,,6316,176.13,35,0,True
2042,,37,False,0,78,common,5,elite,,Purple Bowtie,McFly,Green Feet,,Obsidian,,Cornhusk,,,6317,176.05,35,9.5,True
2043,Hugh G. Rection,38,False,0,80,common,4,elite,Daffy,,,Golden Feet,,Mutant Purple,,Drummies,He’s Biggr because every time he does your mom she makes him a sandwich ,"I am yeeting my life savings at nice Coqs,  LFG! ",6321,175.94,35,0,True
2044,,25,False,0,54,common,5,rare,Celestial Comb,Bone Necklace,Big Ol' Corn Cob,,,Passion Red,,Venus,,,6331,175.76,35,6.9,True
2045,,21,False,0,46,common,5,elite,Chef,Bone Necklace,,Blue Timbs,,Snow White,,Miami,,,6332,175.74,35,6,True
2046,,35,False,0,74,common,5,elite,Dirty Bird,,Hoops,Blue Timbs,,Frog Green,,Tangerine,,,6333,175.71,35,7,True
2047,,44,False,0,92,common,5,rare,PermaBull,,9-iron,Iron Claw,,Snow White,,Vibe,,,6337,175.62,35,10,True
2048,,1,False,0,1,common,5,nice,Framez,Sash,A Fresh Baguette,,,Snow White,,Solana,,,6342,175.45,35,0,True
2049,,4,False,0,12,common,6,nice,Coachella,Lei,The Key,Golden Feet,,Snow White,,Periwinkle,,,6344,175.42,35,0,True
2050,,16,False,0,36,common,5,nice,Framez,,Love Balloon,Red Feet,,Passion Red,,Solana,,,6346,175.4,35,0,False
2051,Coq in Space,39,False,0,82,common,4,elite,,Red Bowtie,,All Stars,,Passion Red,,Galactic,,,6349,175.35,35,30,True
2052,,22,False,0,48,common,5,rare,Woody,,9-iron,Red Feet,,Snow White,,Farm,,,6352,175.31,35,0,True
2053,,31,False,0,66,common,4,rare,Samurai,,Avax Banger,,,Passion Red,,Royale,,,6356,175.26,35,0,True
2054,,21,False,0,46,common,6,rare,Green Comb,Bandolier,Hoops,Ball'n Chain,,Snow White,,Periwinkle,,,6367,175.08,35,0,True
2055,,32,False,0,68,common,6,rare,Celestial Comb,Coq Tags,Lord Quas,Sneaker Head,,Nightstalker Blue,,Plum,,,6374,174.99,35,6,True
2056,,18,False,0,40,common,5,rare,3D Specs,Joseph Drip,Big Stick,,,Mutant Purple,,Cornhusk,,,6379,174.95,35,0,True
2057,,24,False,0,52,common,5,nice,Roodboi Rootie,Purple Bowtie,Shield,,,Snow White,,Tangerine,,,6382,174.87,35,0,True
2058,,25,False,0,54,common,5,elite,Golden Comb,Stop Loss,,Spurs,,Obsidian,,Farm,,,6383,174.87,35,0,True
2059,,19,False,0,42,common,4,elite,,,Zippo,Celestial Feet,,Nightstalker Blue,,Vulcan,,,6384,174.86,35,0,True
2060,,18,False,0,40,common,4,legendary,,Shoulder Armour,,,,Celestial,Avax Trim,Tangerine,,,6387,174.83,35,0,True
2061,,20,False,0,44,common,5,elite,Winterproof,Bone Necklace,,All Stars,,Bullion,,Royale,,,6393,174.73,35,0,True
2062,,17,False,0,38,common,5,nice,Gentleman's Pipe,,Katana,Celestial Feet,,Nightstalker Blue,,Solana,,,6399,174.61,35,0,True
2063,,17,False,0,38,common,4,elite,,,White T-Shirt,Green Feet,,Nightstalker Blue,,Periwinkle,,,6400,174.59,35,0,True
2064,,17,False,0,38,common,3,legendary,3D Specs,,,,,Celestial,,Drummies,,,6403,174.57,35,0,True
2065,,21,False,0,46,common,4,elite,SuperVillain,,,Black Stilettos,,Nightstalker Blue,,Plum,,,6407,174.5,35,0,True
2066,,13,False,0,30,common,4,elite,,,Floppy Disk,Spurs,,Snow White,,Vibe,,,6412,174.42,35,9,True
2067,,24,False,0,52,common,6,nice,Gentleman's Pipe,Red Bowtie,Toot-Toot,Buckaroo,,Snow White,,Cornhusk,,,6415,174.39,35,5.7,True
2068,,7,False,0,18,common,5,elite,Coachella,,Fancy Sword,Spurs,,Snow White,,Tangerine,,,6419,174.33,35,0,True
2069,,24,False,0,52,common,3,elite,Batter-Up,,,,,Passion Red,,Farm,,,6420,174.33,35,0,True
2070,,27,False,0,58,common,5,elite,Winterproof,,Toot-Toot,Black Stilettos,,Nightstalker Blue,,Turquoisey,,,6424,174.29,35,21,True
2071,,29,False,0,62,common,5,rare,Chrome Dome,,Fancy Sword,Golden Feet,,Passion Red,,Plum,,,6425,174.28,35,0,True
2072,,33,False,0,70,common,6,elite,Purple Comb,Clockchain,Big Ol' Corn Cob,Green Feet,,Snow White,,Vermillion,"My Red Red top and my little chain clock is right on time for my corn on the cob  and a little Bok Bok!!!!
",A Coq in Time,6434,174.01,35,6.5,True
2073,,16,False,0,36,common,6,elite,Purple Comb,Clockchain,Toot-Toot,Ball'n Chain,,Snow White,,Turquoisey,,,6435,173.96,35,0,True
2074,,30,False,0,64,common,5,rare,Gentleman's Pipe,,Gainz,Celestial Feet,,Snow White,,Field,,,6437,173.92,35,0,True
2075,,27,False,0,58,common,5,elite,Framez,,Rubber chikn,Spurs,,Snow White,,Tangerine,,,6438,173.92,35,8.9,True
2076,,32,False,0,68,common,5,rare,Happy Birthday,,Bone,Buckaroo,,Snow White,,Vermillion,,,6443,173.86,35,9.5,True
2077,,39,False,0,82,common,5,rare,PermaBull,Red Bowtie,Spork,,,Mutant Purple,,Vermillion,,,6449,173.82,35,0,True
2078,,10,False,0,24,common,5,nice,Beret,,Big Stick,Celestial Feet,,Frog Green,,Solana,,,6450,173.8,35,0,True
2079,,14,True,45,32,common,6,rare,Celestial Comb,Coq Tags,Banger,Red Feet,,Snow White,,Vibe,,,6452,173.79,35,8,True
2080,,22,False,0,48,common,5,rare,Snorkel,,Bone,Celestial Feet,,Snow White,,Vermillion,,,6459,173.64,35,0,True
2081,,23,False,0,50,common,5,rare,Woody,,Avax Banger,Celestial Feet,,Snow White,,Vibe,,,6460,173.62,35,0,True
2082,,38,False,0,80,common,4,elite,Hipster,Stethoscope,,,,Mutant Purple,,Turquoisey,,,6465,173.53,35,10.99,True
2083,,14,True,60,32,common,4,rare,Inherited Royalty,a little rag,,,,Mutant Purple,,Miami,,,6474,173.36,35,8,True
2084,,8,False,0,20,common,5,rare,Fez,,Sword,Ball'n Chain,,Midnight,,Periwinkle,,,6475,173.35,35,0,True
2085,,43,False,0,90,common,5,elite,Laser Eye,,Omelette,Blue Timbs,,Mutant Purple,,Turquoisey,,,6476,173.32,35,0,True
2086,,17,False,0,38,common,5,nice,Winterproof,Stethoscope,Omelette,,,Frog Green,,Tangerine,,,6478,173.3,35,0,True
2087,,22,False,0,48,common,5,elite,Gentleman's Pipe,,Toot-Toot,Black Stilettos,,Nightstalker Blue,,Cornhusk,,,6480,173.21,35,7.1,True
2088,,2,False,0,8,common,5,nice,Mullet,,A Fresh Baguette,Celestial Feet,,Nightstalker Blue,,Miami,,,6482,173.13,35,0,True
2089,,26,False,0,56,common,4,rare,Samurai,,CD-RW,,,Mutant Purple,,Royale,,,6486,173.08,35,0,True
2090,,26,False,0,56,common,6,nice,Celestial Comb,,Avax Banger,Golden Feet,chikn Jockey,Snow White,,Cornhusk,,,6492,172.9,35,6.7,True
2091,,4,False,0,12,common,4,rare,Winterproof,,Zippo,,,Frog Green,,Miami,,,6498,172.78,35,0,True
2092,,26,False,0,56,common,5,elite,Dirty Bird,,A Fresh Baguette,Greaves,,Passion Red,,Periwinkle,,,6500,172.75,35,0,True
2093,,19,False,0,42,common,5,nice,Mullet,Sash,Shovel,,,Passion Red,,Vermillion,,,6501,172.71,35,0,True
2094,,25,False,0,54,common,5,nice,Woody,,Sword,Green Feet,,Nightstalker Blue,,Venus,,,6503,172.67,35,9.9,True
2095,,28,False,0,60,common,5,nice,Laser Eye,,Spelunker,Croqs,,Passion Red,,Solana,,,6506,172.62,35,0,True
2096,,30,False,0,64,common,4,legendary,Happy Birthday,,,,,Celestial,Black Trim,Cornhusk,,,6509,172.55,35,0,True
2097,,37,False,0,78,common,5,elite,Roodboi Rootie,Lei,,Greaves,,Nightstalker Blue,,Miami,,,6510,172.53,35,0,True
2098,,15,False,0,34,common,4,rare,Rosebud,,Banger,,,Nightstalker Blue,,Periwinkle,,,6511,172.51,35,5.8,True
2099,,1,False,0,1,common,5,rare,Cap,,McFly,Red Feet,,Snow White,,Cornhusk,,,6512,172.44,35,0,False
2100,,1,False,0,1,common,5,elite,Golden Comb,,Omelette,Greaves,,Nightstalker Blue,,Royale,,,6513,172.42,35,0,False
2101,,28,False,0,60,common,5,elite,Winterproof,Stop Loss,,Black Stilettos,,Passion Red,,Vermillion,,,6521,172.35,35,40,True
2102,,5,False,0,14,common,5,nice,Dirty Bird,Lei,Lord Quas,,,Snow White,,Royale,,,6522,172.34,35,0,True
2103,,23,False,0,50,common,4,rare,Roodboi Rootie,,9-iron,,,Midnight,,Venus,,,6526,172.23,35,0,True
2104,,14,False,0,32,common,5,rare,Golden Comb,Bone Necklace,Shovel,,,Snow White,,Solana,,,6530,172.18,35,0,True
2105,,30,False,0,64,common,5,nice,Sesh Hat,Prized Coq,Omelette,,,Snow White,,Vermillion,,,6536,172.02,35,6.3,True
2106,,4,False,0,12,common,4,rare,Coqpit Commander,,McFly,,,Snow White,,Cornhusk,,,6537,172.02,35,0,True
2107,,25,False,0,54,common,5,nice,Sesh Hat,,Omelette,Red Feet,,Snow White,,Miami,,,6540,171.98,35,0,True
2108,,23,False,0,50,common,5,rare,Fez,,Fancy Sword,Golden Feet,,Mutant Purple,,Vermillion,,,6542,171.96,35,0,True
2109,,23,False,0,50,common,5,rare,Chef,Lei,Home Run,,,Snow White,,Turquoisey,,,6549,171.86,35,0,True
2110,,25,False,0,54,common,2,elite,,,,,,Frog Green,,Drummies,,,6550,171.86,35,0,True
2111,,24,True,75,52,common,5,elite,Gentleman's Pipe,,9-iron,Black Stilettos,,Snow White,,Plum,,,6552,171.82,35,18,True
2112,,20,False,0,44,common,4,elite,,Chick Magnet,Rubber chikn,,,Bullion,,Periwinkle,,,6557,171.78,35,0,True
2113,,27,False,0,58,common,4,rare,Snorkel,,McFly,,,Snow White,,Cornhusk,,,6559,171.73,35,0,True
2114,,22,False,0,48,common,5,rare,,Stop Loss,CD-RW,Sneaker Head,,Snow White,,Field,,,6562,171.69,35,0,True
2115,,19,False,0,42,common,5,nice,Happy Birthday,Prized Coq,Home Run,,,Nightstalker Blue,,Vermillion,,,6564,171.63,35,7.3,True
2116,,27,False,0,58,common,5,elite,,,A Fresh Baguette,Blue Timbs,chikn Jockey,Nightstalker Blue,,Venus,,,6565,171.61,35,0,True
2117,,1,False,0,1,common,3,elite,,,Breastplate,,,Mutant Purple,,Tangerine,,,6574,171.39,35,0,False
2118,,33,False,0,70,common,5,elite,,Lei,Boombox,Celestial Feet,,Frog Green,,Plum,,,6577,171.28,35,0,True
2119,,19,False,0,42,common,4,elite,Inherited Royalty,Chick Magnet,,,,Snow White,,Turquoisey,,,6588,171.12,35,0,True
2120,,13,True,98,30,common,5,elite,Green Comb,,Bone,Spurs,,Passion Red,,Miami,,,6590,171.08,35,0,True
2121,,24,False,0,52,common,6,nice,Purple Comb,Red Bowtie,Avax Banger,Iron Claw,,Frog Green,,Tangerine,,,6592,170.92,35,0,True
2122,,39,False,0,82,common,5,nice,Happy Birthday,Sash,Lord Quas,,,Snow White,,Tangerine,,,6595,170.85,35,6.9,True
2123,,5,False,0,14,common,5,rare,Green Comb,a little rag,Bone,,,Snow White,,Solana,,,6598,170.78,35,0,True
2124,,12,False,0,28,common,6,elite,Green Comb,Purple Bowtie,Spork,Blue Timbs,,Passion Red,,Plum,,,6602,170.74,35,0,True
2125,,37,False,0,78,common,5,rare,Woody,,Zippo,Red Feet,,Mutant Purple,,Cornhusk,,,6603,170.68,35,0,True
2126,,38,False,0,80,common,5,rare,Coachella,,Starfish,Sneaker Head,,Snow White,,Venus,,,6606,170.57,35,0,True
2127,,46,False,0,96,common,4,rare,Chrome Dome,,Omelette,,,Mutant Purple,,Venus,,,6607,170.56,35,0,True
2128,,18,False,0,40,common,5,rare,,Bandolier,A Fresh Baguette,,,Snow White,Avax Trim,Venus,,,6610,170.53,35,8.349,True
2129,,26,False,0,56,common,5,nice,Sesh Hat,,Gainz,,,Snow White,Black Trim,Turquoisey,,,6614,170.44,35,0,True
2130,,28,False,0,60,common,4,elite,Celestial Comb,,Lord Quas,,,Midnight,,Drummies,,,6616,170.43,35,0,True
2131,,33,False,0,70,common,5,elite,Green Comb,,Sword,Black Stilettos,,Snow White,,Vibe,,,6618,170.4,35,6,True
2132,,35,False,0,74,common,5,elite,Grandpa,,,Black Stilettos,chikn Jockey,Snow White,,Periwinkle,,,6621,170.37,35,0,True
2133,,30,False,0,64,common,4,elite,PermaBull,,,Black Stilettos,,Obsidian,,Venus,,,6625,170.19,35,7,True
2134,,24,False,0,52,common,5,elite,Woody,Prized Coq,,Black Stilettos,,Snow White,,Solana,,,6626,170.18,35,7.9,True
2135,,33,False,0,70,common,5,elite,Beret,Make a Wish,,Green Feet,,Snow White,,Drummies,,,6630,170.1,35,5,True
2136,,14,False,0,32,common,4,elite,Gas Mask,,,Celestial Feet,,Snow White,,Cornhusk,,,6635,170.02,35,0,True
2137,,19,False,0,42,common,3,elite,,,Breastplate,,,Mutant Purple,,Vermillion,,,6636,170,35,0,True
2138,,14,False,0,32,common,4,rare,Snorkel,,Omelette,,,Midnight,,Royale,,,6639,169.96,35,0,True
2139,,13,False,0,30,common,4,rare,Roodboi Rootie,,Fancy Sword,,,Snow White,,Miami,,,6640,169.93,35,0,True
2140,,23,False,0,50,common,5,nice,Snorkel,a little rag,Katana,,,Snow White,,Turquoisey,,,6653,169.61,35,0,True
2141,,19,False,0,42,common,6,rare,Celestial Comb,Purple Bowtie,Starfish,Sneaker Head,,Nightstalker Blue,,Vermillion,,,6654,169.58,35,0,True
2142,,28,False,0,60,common,4,elite,,Stop Loss,Not Football,,,Obsidian,,Periwinkle,,,6655,169.58,35,8.49,True
2143,,7,False,0,18,common,5,rare,Beret,,,All Stars,,Passion Red,Avax Trim,Field,,,6656,169.58,35,0,True
2144,,13,False,0,30,common,6,rare,Hairy Old Man,Sash,,All Stars,,Snow White,Avax Trim,Vermillion,,,6657,169.56,35,7.49,True
2145,,9,False,0,22,common,4,rare,Coqpit Commander,,Lord Quas,,,Mutant Purple,,Vibe,,,6660,169.53,35,0,True
2146,,28,False,0,60,common,5,elite,,Stethoscope,The Key,Iron Claw,,Bullion,,Solana,,,6664,169.45,35,11,True
2147,,20,False,0,44,common,4,elite,,,Omelette,Buckaroo,,Frog Green,,Vulcan,,,6665,169.44,35,0,True
2148,,35,False,0,74,common,5,rare,Beret,Purple Bowtie,Avax Banger,,,Mutant Purple,,Cornhusk,,,6668,169.37,35,11.25,True
2149,,21,False,0,46,common,5,nice,Hairy Old Man,,Omelette,Croqs,,Frog Green,,Vermillion,,,6671,169.35,35,7.56,True
2150,,30,False,0,64,common,5,rare,Gentlechikn,,Fancy Sword,Red Feet,,Frog Green,,Turquoisey,,,6672,169.34,35,0,True
2151,,23,False,0,50,common,5,elite,Coachella,Purple Bowtie,,Red Stilettos,,Midnight,,Periwinkle,,,6673,169.32,35,0,True
2152,,1,False,0,1,common,6,rare,Green Comb,Stop Loss,Spork,Red Feet,,Mutant Purple,,Plum,,,6677,169.24,35,0,True
2153,,7,False,0,18,common,4,elite,,Make a Wish,Boombox,,,Snow White,,Cornhusk,,,6682,169.13,35,0,True
2154,,11,False,0,26,common,5,rare,Grandpa,Stethoscope,Hoops,,,Snow White,,Periwinkle,,,6686,169.08,35,0,True
2155,,14,False,0,32,common,2,rare,,,,,,Frog Green,,Farm,,,6688,169.07,35,0,True
