ID,Name,KG,For Sale,Sale Price,EGG/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
7092,,12,False,0,3.75,common,6,nice,top of the morning,hairy old man,cutlass,green feet,,passion red,,vermillion,,,6389,128.17,93,0,True
7093,,34,False,0,9.25,common,6,nice,covid safe,bitcoin bling,,purple feet,nyan,mutant purple,,tangerine,,,5344,141.92,93,0,True
7094,Miss Universe,40,False,0,10.75,legendary,5,legendary,boxhead,chains for days,,blue kicks,,celestial,,tangerine,My long journey has led me to the pinnacle of all pageants and to try to become Miss Chiknverse. I encourage the universe to eat more cow.,"It may be the cock that crows, but it is the Chikn that lays the eggs.",93,442.93,300,111,True
7095,,22,False,0,6.25,elite,6,elite,inherited royalty,purple bowtie,a fresh baguette,blue feet,,rustic brown,,solana,,,744,267.92,145,0,True
7096,,43,False,0,11.5,common,5,Common,purple sweatband,,blue bag,red feet,,mutant purple,,cornhusk,,,8467,102.71,93,0,True
7097,Jeffrey,50,False,0,13.25,rare,5,elite,lucky blue cap,,,purple feet,,crystalé,cloud trim,royale,"Jeffrey is a colorblind software engineer who is addicted to bitcorn and easily sunburned. He lives on a cloud farm above Boise, Idaho.","""I'm blue da ba dee da ba Bwaaak!!!""",1570,220.52,138,55,True
7098,,29,False,0,8,nice,5,elite,,chains for days,,purple feet,orange plumage,frognation green,,farm,,,4652,151.41,95,0,True
7099,Purple Cocklord 🍆,36,False,0,9.75,nice,6,rare,hothead,purple bowtie,mighty broadsword,purple feet,,mutant purple,,tangerine,,,2454,191.82,95,8.8,True
7100,Hennifer Anderson,43,False,0,11.5,common,5,rare,,,big ol corn cob,purple leather boots,,nightstalker blue,avax trim,cornhusk,,,5449,140.63,93,0,True
3101,,47,False,0,12.5,nice,5,elite,moustache,avax bling,,,golden plumage,rustic brown,,cloud,,,3481,169.68,95,76,True
3102,,38,False,0,10.25,nice,5,rare,sucker,chains for days,,rollerderby,,rustic brown,,vermillion,,,4525,153.56,95,3.4,True
3103,,51,False,0,13.5,common,5,nice,avax safety officer,hairy old man,,red feet,,mutant purple,,vermillion,,,5117,145.04,93,17.5,True
3104,,16,False,0,4.75,rare,6,elite,admiral,second head,peacemaker,comfortable uggs,,rustic brown,,vermillion,,,853,260.42,138,20,True
3105,Yolko Ono,38,False,0,10.25,nice,6,rare,covid safe,blue bandana,,blue feet,golden egg,mutant purple,,solana,,,3494,169.38,95,30,True
3106,,45,False,0,12,common,4,legendary,,,,purple feet,big mama fat pipes,pixel-chan,,vermillion,,,6481,127.07,93,27.9,True
3107,J,35,True,369,9.5,elite,5,legendary,boxhead,avax bling,,purple feet,,gameboy,,periwinkle,,,222,356.85,145,50,True
3108,,40,False,0,10.75,elite,5,elite,blue mage,mim og,,blue feet,,rustic brown,,moon,,,745,267.79,145,38,True
3109,Apollo,40,False,0,10.75,elite,5,legendary,red mage,blue bandana,summer days,,,mutant purple,,galactic,,,367,316.19,145,25,True
3110,,43,False,0,11.5,common,6,rare,maverick,,a fresh baguette,,liarliar,rustic brown,blue trim,vibe,,,5462,140.51,93,1.5,True
3111,,57,False,0,15,rare,7,rare,crusader,hairy old man,,purple feet,nyan,mutant purple,space trim,nugget,,,1307,233.61,138,35,True
3112,Gladiacoquer,32,False,0,8.75,nice,6,rare,mfd,mim bling,,purple feet,orange plumage,rustic brown,,cornhusk,,,2652,186.66,95,4,True
3113,,20,False,0,5.75,common,5,elite,nerdlinger,,,red feet,golden plumage,rustic brown,,cornhusk,,,5938,134.1,93,2.989,True
3114,,28,False,0,7.75,common,6,Common,admiral,avax bling,,green feet,liarliar,mutant purple,,royale,,,7283,117.32,93,19,True
3115,,53,False,0,14,nice,5,rare,gentlechikn,mim bling,,,nyan,rustic brown,,plum,,,3684,166.11,95,21.9,True
3116,,33,False,0,9,common,6,nice,construction helmet,mim bling,summer days,,led,mutant purple,,turquoisey,,,5028,146.21,93,3.6,True
3117,,17,False,0,5,common,6,nice,moustache,chains for days,big ol corn cob,,liarliar,mutant purple,,tangerine,,,5913,134.47,93,23.5,True
3118,,29,False,0,8,common,4,nice,black sweatband,red bowtie,,,,passion red,,tangerine,,,8704,99.08,93,19.89,True
3119,,8,False,0,2.75,common,6,nice,deal with it,wage slave,,blue feet,red plumage,nightstalker blue,,turquoisey,,,7149,118.97,93,0,True
3120,,28,False,0,7.75,common,5,nice,lucky blue cap,chains for days,peacemaker,,,rustic brown,,vermillion,,,6046,132.82,93,1.4,True
3121,,42,False,0,11.25,common,5,rare,moustache,blue bandana,,,red plumage,frognation green,,plum,,,5845,135.27,93,1.4,True
3122,Princess Rainbow Butt,42,False,0,11.25,rare,6,rare,charcoal brunette,,fresh fish,blue kicks,nyan,gameboy,,cornhusk,,,1915,207.03,138,4.9,True
3123,,42,False,0,11.25,common,5,Common,savage beast,,,green feet,liarliar,rustic brown,,cornhusk,,,9203,91.04,93,1.3,True
3124,,26,False,0,7.25,common,3,rare,,,peacemaker,,,passion red,,vibe,,,8644,99.88,93,1.4,True
3125,Blue,41,False,0,11,common,3,nice,,,,blue feet,,passion red,,cornhusk,,,9877,70.67,93,13.5,True
3126,🍗Tandoori Chikn🍗,20,False,0,5.75,common,4,nice,pillager,red bowtie,,,,gameboy,,periwinkle,"Marinating in a tandoor far far away, when the empire struck back, a brave Coq decided to stand against the force and reach Mordor.","If the marinade isn't spicy, it's bland - Gandhi",8195,106.24,93,3.5,True
3127,,22,False,0,6.25,common,5,elite,uniquehorn,,,,liarliar,mutant purple,cloud trim,turquoisey,,,5336,142.02,93,25,True
3128,,31,False,0,8.5,nice,5,rare,low vision admiral,blue bandana,,purple feet,,mutant purple,,vibe,,,2271,196.24,95,0,True
3129,,31,False,0,8.5,nice,6,rare,red mage,,mighty broadsword,red feet,red plumage,passion red,,nugget,,,4235,157.65,95,0,True
3130,chikn little,90,True,9999,23.25,legendary,6,legendary,tungsten cube,chains for days,summer days,comfortable uggs,,frognation green,,tangerine,"they said ""how'd you get to the top?"" i just went levitate",tungsten > boxhead,29,515.26,300,121,True
3131,,44,False,0,11.75,nice,6,rare,,mim bling,big bag of cash,,very fresh egg,frognation green,black trim,vermillion,,,3923,162.44,95,20,True
3132,,45,False,0,12,rare,3,elite,super saiyan,,,,,passion red,,solana,,,1703,214.22,138,37,True
3133,,30,False,0,8.25,common,4,rare,,,big bag of cash,,nyan,rustic brown,,turquoisey,,,8018,108.44,93,36,True
3134,Chickira,31,True,135,8.5,nice,5,rare,purple sweatband,,,purple leather boots,nyan,rustic brown,,venus,,,3883,163.02,95,0,True
3135,Golden MoonWalker,42,False,0,11.25,nice,5,elite,,,cutlass,blue feet,golden egg,nightstalker blue,,moon,,,3135,176.26,95,55,True
3136,,33,False,0,9,common,6,Common,top of the morning,,peacemaker,blue feet,liarliar,rustic brown,,cornhusk,,,8218,105.89,93,24.9,True
3137,,32,False,0,8.75,common,6,nice,purple sweatband,hairy old man,,black vans,liarliar,frognation green,,cornhusk,,,6294,129.2,93,0,True
3138,,50,False,0,13.25,elite,7,elite,crusader,chicken choker,action shorts,green feet,nyan,rustic brown,,moon,,,419,306.31,145,11,True
3139,,28,False,0,7.75,rare,5,rare,smoking lounge,mim bling,hentai,,,gameboy,,venus,,,1553,221.06,138,12.5,True
3140,Galactic Coq,53,False,0,14,elite,5,legendary,cool dude 69,purple bowtie,,,liarliar,frognation green,,galactic,,,650,276.27,145,0,True
3141,,28,False,0,7.75,common,5,nice,covid safe,,human growth hormones,red feet,,mutant purple,,tangerine,,,6952,121.41,93,18.88,True
3142,,40,True,5000,10.75,common,5,nice,,,peacemaker,blue feet,nyan,mutant purple,,cornhusk,,,9925,67.35,93,19.5,True
3143,Chillkn2,26,False,0,7.25,nice,5,elite,black sweatband,,action shorts,blue feet,,frognation green,,turquoisey,,,3959,161.92,95,14,True
3144,,53,False,0,14,common,5,rare,,purple bowtie,,purple feet,orange plumage,nightstalker blue,,vermillion,,,9539,83.83,93,19.88,True
3145,,45,False,0,12,elite,5,elite,hamlet,,old fashioned romance,purple feet,,frognation green,,tangerine,,,668,274.68,145,46.2,True
3146,,29,False,0,8,common,5,rare,gentlechikn,hairy old man,,blue feet,,passion red,,turquoisey,,,5223,143.68,93,31.5,True
3147,Captain Cluck,47,False,0,12.5,common,5,rare,,,captain chimerica,blue feet,liarliar,rustic brown,,vermillion,,,7852,110.35,93,23.75,True
3148,,32,False,0,8.75,common,4,nice,,mim bling,human growth hormones,,,frognation green,,cornhusk,,,9064,93.53,93,11.3,True
3149,,21,False,0,6,nice,6,rare,,ethereum bling,,purple feet,gas guzzler,passion red,avax trim,nugget,,,4659,151.37,95,31,True
3150,,41,False,0,11,common,5,rare,,red bandana,big ol corn cob,green feet,,gameboy,,vermillion,,,7727,112.02,93,44,True
3151,,34,False,0,9.25,nice,5,rare,charcoal brunette,purple bowtie,,,red plumage,passion red,,venus,,,3696,165.9,95,30,True
3152,,22,False,0,6.25,nice,7,nice,deal with it,red bowtie,peacemaker,red feet,,passion red,avax trim,vermillion,,,4343,156.31,95,25.4,True
3153,,16,False,0,4.75,rare,6,legendary,goose,chicken choker,,purple feet,big mama fat pipes,rustic brown,,cornhusk,,,1360,230.46,138,0,True
3154,,16,False,0,4.75,common,4,nice,hubba bubba,bitcoin bling,,,,mutant purple,,venus,,,7043,120.3,93,0,True
3155,,49,False,0,13,nice,4,rare,black sweatband,,captain chimerica,,,pixel-chan,,vermillion,,,4589,152.39,95,59,True
3156,,15,False,0,4.5,rare,7,nice,golden blonde,purple bowtie,fresh fish,blue kicks,nyan,nightstalker blue,,cornhusk,,,1894,207.97,138,18,True
3157,,22,False,0,6.25,common,6,rare,nerdlinger,chicken choker,,blue feet,gas guzzler,frognation green,,solana,,,5248,143.33,93,24.5,True
3158,,41,False,0,11,common,4,rare,purple sweatband,,blue bag,,,mutant purple,,miami,,,8167,106.52,93,10,True
3159,,18,False,0,5.25,common,5,rare,,,blue bag,blue feet,gas guzzler,frognation green,,periwinkle,,,9497,84.72,93,23.99,True
3160,,23,True,3200,6.5,common,4,elite,,purple bowtie,,,golden plumage,mutant purple,,cornhusk,,,9054,93.66,93,9,True
3161,,47,False,0,12.5,nice,6,nice,lucky blue cap,dollar chain,cutlass,,very fresh egg,passion red,,turquoisey,,,3563,168.08,95,62,True
3162,,14,False,0,4.25,common,5,rare,crusader,,old fashioned romance,,orange plumage,nightstalker blue,,cornhusk,,,6384,128.22,93,20,True
3163,,64,False,0,16.75,common,6,nice,maverick,bitcoin bling,,red feet,nyan,rustic brown,,plum,,,5657,137.62,93,20,True
3164,,33,False,0,9,common,6,nice,,chains for days,popsicle,green feet,red plumage,frognation green,,venus,,,5725,136.68,93,34,True
3165,,39,False,0,10.5,nice,5,rare,hothead,hairy old man,,red feet,,mutant purple,,vermillion,,,4941,147.37,95,33,True
3166,,29,False,0,8,nice,6,elite,cool dude 69,red bowtie,,red leather boots,orange plumage,mutant purple,,periwinkle,,,2453,191.83,95,22,True
3167,,29,False,0,8,nice,5,elite,black sweatband,chains for days,,,led,rustic brown,,cloud,,,4971,146.94,95,36.9,True
3168,,26,False,0,7.25,nice,7,nice,uniquehorn,wage slave,a fresh baguette,red feet,led,nightstalker blue,,vermillion,,,4595,152.32,95,17.75,True
3169,,42,True,165,11.25,nice,6,nice,gentleman's pipe,hairy old man,,black vans,red plumage,gameboy,,vermillion,,,4797,149.37,95,85,True
3170,,53,False,0,14,nice,5,legendary,deal with it,purple bowtie,,,big mama fat pipes,frognation green,,venus,,,4812,149.22,95,29,True
3171,,32,False,0,8.75,common,4,Common,,purple bowtie,,blue feet,,nightstalker blue,,vermillion,,,9997,54.83,93,25,True
3172,,46,True,3100,12.25,rare,7,legendary,mfd,avax bling,summer days,purple feet,big mama fat pipes,frognation green,,turquoisey,,,974,252.31,138,25,True
3173,,39,False,0,10.5,common,5,rare,nerdlinger,,peacemaker,,golden egg,frognation green,,venus,,,5488,140.16,93,10,True
3174,,24,False,0,6.75,common,6,rare,admiral,bitcoin bling,big ol corn cob,green feet,,pixel-chan,,turquoisey,,,5122,145.02,93,26,True
3175,,25,False,0,7,nice,6,nice,golden blonde,,popsicle,purple feet,very fresh egg,passion red,,cornhusk,,,2824,182.85,95,10,True
3176,,45,False,0,12,nice,5,nice,mfd,,a fresh baguette,green feet,,frognation green,,tangerine,,,4489,154.1,95,30,True
3177,,33,False,0,9,common,5,nice,nerdlinger,,cutlass,,nyan,mutant purple,,plum,,,6907,121.97,93,34,True
3178,,22,False,0,6.25,nice,6,nice,avax safety officer,chains for days,human growth hormones,purple feet,,frognation green,,royale,,,2033,203.13,95,10,True
3179,,3,False,0,1.5,common,5,nice,uniquehorn,chains for days,,,nyan,passion red,,turquoisey,,,7381,116.27,93,25,True
3180,,41,False,0,11,common,5,nice,,purple bowtie,old fashioned romance,purple feet,,frognation green,,periwinkle,,,9050,93.77,93,10,True
3181,,41,False,0,11,common,5,nice,gentleman's pipe,,,purple feet,,mutant purple,blue trim,vermillion,,,6881,122.21,93,10,True
3182,,48,False,0,12.75,common,7,nice,gentleman's pipe,hairy old man,blue bag,green feet,nyan,frognation green,,tangerine,,,5020,146.3,93,10,True
3183,,43,False,0,11.5,nice,5,legendary,covid safe,,fresh fish,real feet,,rustic brown,,cornhusk,,,2895,181.3,95,5,True
3184,Boxhead,41,True,449,11,legendary,6,legendary,boxhead,,a fresh baguette,,red plumage,rustic brown,cloud trim,plum,,,163,384.72,300,55,True
3185,,53,False,0,14,common,6,rare,gentleman's pipe,,,purple feet,gas guzzler,mutant purple,blue trim,vermillion,,,5037,146.09,93,0,True
3186,LongCoq Silver,59,False,0,15.5,common,5,nice,construction helmet,avax bling,fresh fish,,,rustic brown,,cornhusk,,,7027,120.47,93,10,True
3187,,31,False,0,8.5,nice,4,elite,,mim og,,green feet,,mutant purple,,turquoisey,,,3107,176.83,95,25,True
3188,,42,False,0,11.25,common,5,rare,uniquehorn,purple bowtie,human growth hormones,,,frognation green,,miami,,,6647,125.12,93,29,True
3189,,35,False,0,9.5,nice,5,legendary,,,,red feet,big mama fat pipes,rustic brown,space trim,periwinkle,,,3820,164.01,95,35,True
3190,,44,False,0,11.75,common,5,nice,blue mage,avax bling,peacemaker,,,gameboy,,vermillion,,,6983,121.01,93,8,True
3191,,27,False,0,7.5,common,4,nice,gentleman's pipe,,peacemaker,,,frognation green,,periwinkle,,,8343,104.34,93,9.89,True
3192,,19,False,0,5.5,elite,5,legendary,laser eye,,fresh fish,,big mama fat pipes,bullion,,turquoisey,,,636,277.88,145,50,True
3193,BUTCHER,60,False,0,15.75,nice,6,elite,sucker,,hentai,green feet,,rustic brown,cloud trim,tangerine,,,2608,187.95,95,22,True
3194,,16,False,0,4.75,nice,7,rare,lucky blue cap,red bowtie,blue bag,black vans,very fresh egg,frognation green,,nugget,,,2039,202.9,95,0,True
3195,,16,False,0,4.75,nice,6,rare,maverick,wage slave,spell wand,,gas guzzler,rustic brown,,venus,,,2806,183.23,95,0,True
3196,,16,False,0,4.75,common,5,rare,,black bandana,summer days,red feet,,nightstalker blue,,solana,,,7248,117.75,93,0,True
3197,,26,False,0,7.25,common,5,Common,,wage slave,human growth hormones,red feet,,mutant purple,,vermillion,,,8932,95.86,93,0,True
3198,,37,False,0,10,nice,5,nice,crusader,,summer days,purple feet,,mutant purple,,plum,,,4994,146.61,95,0,True
3199,,43,False,0,11.5,nice,6,rare,uniquehorn,black bandana,cutlass,,nyan,rustic brown,,periwinkle,,,4508,153.78,95,0,True
3200,,43,False,0,11.5,elite,5,elite,murica,,cutlass,,,passion red,blue trim,royale,,,309,329.72,145,0,True
3201,,43,False,0,11.5,elite,7,elite,super saiyan,black bandana,,green feet,very fresh egg,rustic brown,avax trim,plum,,,792,264.73,145,0,True
3202,,45,False,0,12,nice,5,rare,smoking lounge,,peacemaker,,,mutant purple,blue trim,royale,,,3310,172.66,95,36.5,True
3203,,21,False,0,6,nice,4,elite,hubba bubba,,fresh fish,,,crystalé,,turquoisey,,,4339,156.35,95,30,True
3204,,43,False,0,11.5,common,4,nice,blue mage,,fresh fish,,,nightstalker blue,,vermillion,,,8403,103.6,93,3.6,True
3205,,28,False,0,7.75,nice,4,rare,mysterious fez,blue bandana,,,,rustic brown,,vermillion,,,3596,167.52,95,20,True
3206,,14,False,0,4.25,common,5,nice,deal with it,bitcoin bling,,,liarliar,frognation green,,venus,,,6854,122.53,93,3,True
3207,,58,True,999,15.25,common,5,nice,hubba bubba,bitcoin bling,peacemaker,,,passion red,,royale,"takn eggs and chewing gum, and I'm almost out of gum ",bok bok mf,6593,125.76,93,0,True
3208,,37,False,0,10,common,6,rare,,purple bowtie,peacemaker,rollerderby,very fresh egg,rustic brown,,cornhusk,,,6374,128.32,93,0,True
3209,,20,False,0,5.75,nice,5,elite,black sweatband,hairy old man,nugget wand,,,passion red,,periwinkle,,,3806,164.18,95,0,True
3210,,43,False,0,11.5,common,4,legendary,,,big ol corn cob,,big mama fat pipes,passion red,,royale,,,7536,114.44,93,0,True
3211,,43,False,0,11.5,rare,6,rare,gentlechikn,ethereum bling,a fresh baguette,green kicks,,pixel-chan,,nugget,,,1076,246.45,138,0,True
3212,,39,False,0,10.5,common,5,nice,covid safe,purple bowtie,,,liarliar,nightstalker blue,,solana,,,8180,106.4,93,0,True
3213,,41,False,0,11,common,5,rare,,hairy old man,fresh fish,,gas guzzler,passion red,,nugget,,,7499,114.73,93,2,True
3214,,35,False,0,9.5,nice,5,rare,deal with it,avax bling,captain chimerica,,,passion red,,vermillion,,,4541,153.18,95,0,True
3215,,27,False,0,7.5,common,5,rare,cool dude 69,ethereum bling,,,gas guzzler,frognation green,,tangerine,,,6351,128.57,93,0,True
3216,Cpt Cluck,32,False,0,8.75,rare,6,rare,low vision admiral,,,green kicks,red plumage,nightstalker blue,black trim,vermillion,,,1805,211.04,138,37.5,True
3217,,37,False,0,10,common,4,Common,,wage slave,big ol corn cob,,,mutant purple,,royale,,,9637,81,93,0,True
3218,,36,False,0,9.75,common,6,nice,,bitcoin bling,peacemaker,green feet,led,frognation green,,vermillion,,,8199,106.19,93,0,True
3219,,37,False,0,10,nice,6,rare,top of the morning,chicken choker,,comfortable uggs,liarliar,passion red,,royale,,,3007,179,95,0,True
3220,,45,False,0,12,common,5,nice,moustache,,fresh fish,,led,frognation green,,vermillion,,,7709,112.21,93,12.5,True
3221,,53,False,0,14,common,4,Common,deal with it,,,blue feet,,mutant purple,,cornhusk,,,9668,79.92,93,22,True
3222,,42,False,0,11.25,common,5,nice,blue mage,wage slave,big ol corn cob,,,gameboy,,turquoisey,,,6422,127.77,93,0,True
3223,,39,False,0,10.5,nice,5,rare,,red bandana,,red vans,golden egg,bullion,,tangerine,,,2489,190.99,95,26,True
3224,,42,False,0,11.25,common,3,nice,,bitcoin bling,,,,mutant purple,,royale,,,8700,99.13,93,0,True
3225,,43,False,0,11.5,rare,6,rare,smoking lounge,,a fresh baguette,comfortable uggs,led,passion red,,cornhusk,,,1606,218.4,138,0,True
3226,,53,False,0,14,rare,6,rare,gentlechikn,wage slave,big ol corn cob,purple feet,,pixel-chan,,miami,,,1785,211.68,138,30,True
3227,,45,False,0,12,nice,5,rare,hothead,chicken choker,,blue feet,,passion red,,cornhusk,,,4831,148.98,95,28,True
3228,,42,False,0,11.25,legendary,5,legendary,daft punk,mim bling,,,red plumage,rustic brown,,turquoisey,,,68,464.2,300,115,True
3229,,50,False,0,13.25,common,4,elite,,,,blue feet,,rustic brown,avax trim,farm,,,7390,116.13,93,35.8,True
3230,,20,False,0,5.75,common,5,rare,,avax bling,a fresh baguette,comfortable uggs,,mutant purple,,turquoisey,,,5545,139.39,93,0,True
3231,,42,False,0,11.25,common,6,Common,moustache,purple bowtie,blue bag,green feet,,rustic brown,,plum,,,7229,117.93,93,0,True
3232,,29,False,0,8,nice,5,legendary,,chains for days,,green feet,liarliar,celestial,,solana,,,2832,182.67,95,20,True
3233,,42,False,0,11.25,common,5,nice,crusader,purple bowtie,,blue feet,,passion red,,cornhusk,,,7459,115.14,93,0,True
3234,,43,False,0,11.5,nice,5,rare,smoking lounge,,big ol corn cob,,led,passion red,,plum,,,3879,163.15,95,2,True
3235,,36,False,0,9.75,common,6,rare,,,big ol corn cob,blue feet,red plumage,pixel-chan,black trim,periwinkle,,,6491,126.94,93,2,True
3236,,48,False,0,12.75,legendary,4,legendary,tungsten cube,,,,gas guzzler,gameboy,,royale,,,89,445.08,300,0,True
3237,,26,False,0,7.25,common,4,Common,cool dude 69,,,green feet,,mutant purple,,cornhusk,,,9336,88.49,93,3,True
3238,,28,False,0,7.75,common,4,nice,,,old fashioned romance,,led,mutant purple,,royale,,,9781,75.58,93,21.8,True
